file_name	assay_protocol	data_level	level_code	level_desc	size	md5
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014812/SQ00014812_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2059062	68b09b6f20066ac825df4e24be831329
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014812/SQ00014812_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2097176	8d682477c61bb7430a4be7ceec42017e
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014812/SQ00014812_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	633011	99e79add275d441f6b95bd61e746ffd1
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014813/SQ00014813_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2058942	5c49aa9679aab8450a868ff769d20fb6
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014813/SQ00014813_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2099085	779157bf53973d0f0deea0d83a5e88af
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014813/SQ00014813_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	626076	b989209d4c9ab8ccda39b243d461d6b8
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014814/SQ00014814_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2057035	911384f18edc2e70c82112784133d243
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014814/SQ00014814_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2101779	c25f34d0e63fcdab0b0fe21532fc5317
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014814/SQ00014814_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	627771	f76b8b947a9b3c8457b7bc66394d30f7
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014815/SQ00014815_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2059411	90e075b0dc6e13529cccb6cf83143703
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014815/SQ00014815_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2100056	dadeab0735952fb4f5e9de5f3b265a30
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014815/SQ00014815_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	620378	0e671007f418645d6e26e7e7c594b5a4
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014816/SQ00014816_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2054679	9475d1c9301cd7947932e28150dbce1f
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014816/SQ00014816_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2094465	49df918fa8f30c4dd503283cd1aebbfc
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014816/SQ00014816_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	606055	33b94ebce71e9127c0e88fe9c1241f59
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014817/SQ00014817_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2053363	2c8a8b6967501d28d194ce5e691b218e
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014817/SQ00014817_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2086785	63ae207d8510f2cf49067da3520be937
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014817/SQ00014817_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	563200	f7ead68246f0f80a2ad457bd47584465
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014818/SQ00014818_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2056699	19c670028d6dda2fc2ea19589af2978a
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014818/SQ00014818_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2086566	05f519c09611fd3da13589cb8cc069f8
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014818/SQ00014818_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	623180	458cec6df1d96ec6fdb699f83b4587fe
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014819/SQ00014819_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2054390	39aca3b001a59779760c9458830c9fb7
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014819/SQ00014819_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2089908	d2266ac82e69bc2b12b11de24a840ed1
